id,device_id,timestamp,temperature,pressure_mbar,humidity,wind_speed_ms,wind_dir_deg,air_density,status
259,jena_weather_node_01,2026-07-20 21:49:43,0.63,974.32,59.39,6.25,254.6,1239.77,OK
260,jena_weather_node_01,2026-07-20 21:49:44,19.42,968.9,96.23,2.62,121.1,1153.7,OK
261,jena_weather_node_01,2026-07-20 21:49:45,8.62,992.75,37.86,8.93,273.1,1227.4,OK
262,jena_weather_node_01,2026-07-20 21:49:46,1.56,988.14,81.26,1.99,329.9,1253.1,OK
263,jena_weather_node_01,2026-07-20 21:49:47,7.51,996.09,49.18,8.08,87.1,1236.4,OK
264,jena_weather_node_01,2026-07-20 21:49:48,10.17,977.5,64.44,5.23,328.6,1201.94,OK
265,jena_weather_node_01,2026-07-20 21:49:49,13.01,1007.31,55.18,12.21,108.5,1226.3,OK
266,jena_weather_node_01,2026-07-20 21:49:51,13.09,995.48,62.96,3.51,198.1,1211.56,OK
267,jena_weather_node_01,2026-07-20 21:49:52,14.95,995.57,79.28,9.68,213.0,1203.85,OK
268,jena_weather_node_01,2026-07-20 21:49:53,0.52,997.99,84.98,2.72,25.8,1270.4,OK
269,jena_weather_node_01,2026-07-20 21:49:54,18.76,971.54,90.98,9.04,290.6,1159.46,OK
270,jena_weather_node_01,2026-07-20 21:49:55,-21.48,994.51,93.32,27.61,39.8,1376.64,SEVERE_WEATHER
271,jena_weather_node_01,2026-07-20 21:49:56,2.2,963.62,75.21,10.15,159.2,1219.17,OK
272,jena_weather_node_01,2026-07-20 21:49:57,12.38,970.78,57.64,3.49,258.8,1184.44,OK
273,jena_weather_node_01,2026-07-20 21:49:58,16.46,1006.84,89.95,8.24,39.8,1211.13,OK
274,jena_weather_node_01,2026-07-20 21:49:59,14.8,973.51,35.01,9.72,70.9,1177.78,OK
275,jena_weather_node_01,2026-07-20 21:50:00,14.08,973.01,65.31,4.05,222.1,1180.13,OK
276,jena_weather_node_01,2026-07-20 21:50:01,1.98,1003.25,59.88,4.42,153.7,1270.32,OK
277,jena_weather_node_01,2026-07-20 21:50:02,-1.36,996.42,68.19,8.36,322.3,1277.18,OK
278,jena_weather_node_01,2026-07-20 21:50:03,21.68,972.08,95.29,0.51,344.0,1148.61,OK
279,jena_weather_node_01,2026-07-20 21:50:04,19.79,1007.99,67.63,12.04,157.2,1198.73,OK
280,jena_weather_node_01,2026-07-20 21:50:05,0.9,969.98,59.99,2.63,268.8,1233.04,OK
281,jena_weather_node_01,2026-07-20 21:50:06,18.64,1000.19,52.75,9.6,344.2,1194.14,OK
282,jena_weather_node_01,2026-07-20 21:50:07,3.65,982.04,52.44,5.18,38.3,1235.96,OK
283,jena_weather_node_01,2026-07-20 21:50:08,0.36,967.0,51.53,8.31,95.0,1231.67,OK
284,jena_weather_node_01,2026-07-20 21:50:09,11.81,1013.53,81.8,2.27,77.9,1239.07,OK
285,jena_weather_node_01,2026-07-20 21:50:10,23.4,975.7,93.33,4.26,65.2,1146.2,OK
286,jena_weather_node_01,2026-07-20 21:50:11,11.27,1009.27,89.67,7.76,216.5,1236.2,OK
287,jena_weather_node_01,2026-07-20 21:50:12,30.88,981.28,79.45,2.27,255.6,1124.4,OK
288,jena_weather_node_01,2026-07-20 21:50:13,22.08,1010.62,75.72,10.6,322.1,1192.53,OK
289,jena_weather_node_01,2026-07-20 21:50:14,21.08,968.85,37.54,3.81,37.2,1147.13,OK
290,jena_weather_node_01,2026-07-20 21:50:15,27.67,962.28,91.01,10.6,304.2,1114.39,OK
291,jena_weather_node_01,2026-07-20 21:50:16,11.02,983.71,64.59,7.58,259.0,1205.96,OK
292,jena_weather_node_01,2026-07-20 21:50:17,-1.45,995.65,39.68,10.41,317.4,1276.61,OK
293,jena_weather_node_01,2026-07-20 21:50:18,3.29,997.41,36.76,4.95,228.9,1256.94,OK
294,jena_weather_node_01,2026-07-20 21:50:19,11.39,961.9,95.44,6.9,202.1,1177.68,OK
295,jena_weather_node_01,2026-07-20 21:50:20,11.85,1006.24,68.59,11.52,72.1,1229.98,OK
296,jena_weather_node_01,2026-07-20 21:50:21,26.86,964.55,50.21,7.41,318.0,1120.03,OK
297,jena_weather_node_01,2026-07-20 21:50:22,9.14,987.84,90.35,3.6,198.8,1219.08,OK
298,jena_weather_node_01,2026-07-20 21:50:23,29.35,963.02,89.35,7.43,336.9,1109.05,OK
299,jena_weather_node_01,2026-07-20 21:50:24,30.72,966.85,51.14,0.55,92.1,1108.44,OK
300,jena_weather_node_01,2026-07-20 21:50:25,6.77,1001.47,55.21,6.12,217.9,1246.37,OK
301,jena_weather_node_01,2026-07-20 21:50:26,26.89,969.56,58.89,1.04,134.9,1125.74,OK
302,jena_weather_node_01,2026-07-20 21:50:27,-19.04,969.64,75.26,25.06,60.8,1329.33,SEVERE_WEATHER
303,jena_weather_node_01,2026-07-20 21:50:28,18.32,974.03,80.26,12.14,274.8,1164.18,OK
304,jena_weather_node_01,2026-07-20 21:50:29,-4.38,1000.29,92.55,4.92,69.9,1296.54,OK
305,jena_weather_node_01,2026-07-20 21:50:30,8.07,978.26,47.26,8.35,159.5,1211.85,OK
306,jena_weather_node_01,2026-07-20 21:50:32,24.96,961.18,82.39,0.45,73.0,1123.24,OK
307,jena_weather_node_01,2026-07-20 21:50:33,23.77,1008.36,89.26,6.44,124.9,1183.09,OK
308,jena_weather_node_01,2026-07-20 21:50:34,23.19,1009.97,55.86,8.72,136.8,1187.3,OK
309,jena_weather_node_01,2026-07-20 21:50:35,1.31,983.08,62.66,11.27,207.3,1247.82,OK
310,jena_weather_node_01,2026-07-20 21:50:36,29.82,970.13,90.8,7.18,211.0,1115.51,OK
311,jena_weather_node_01,2026-07-20 21:50:37,23.05,968.29,90.83,11.18,283.1,1138.84,OK
312,jena_weather_node_01,2026-07-20 21:50:38,2.34,972.97,97.29,2.28,267.6,1230.37,OK
313,jena_weather_node_01,2026-07-20 21:50:39,5.29,985.59,74.5,0.29,79.0,1233.13,OK
314,jena_weather_node_01,2026-07-20 21:50:40,6.67,982.05,62.94,9.08,350.8,1222.64,OK
315,jena_weather_node_01,2026-07-20 21:50:41,17.55,1004.73,39.85,9.1,237.0,1204.06,OK
316,jena_weather_node_01,2026-07-20 21:50:42,17.45,992.61,89.49,5.93,180.1,1189.94,OK
317,jena_weather_node_01,2026-07-20 21:50:43,3.25,963.75,80.34,9.81,52.3,1214.7,OK
318,jena_weather_node_01,2026-07-20 21:50:44,-0.78,1011.07,76.04,6.04,44.5,1293.2,OK
319,jena_weather_node_01,2026-07-20 21:50:45,-0.55,966.85,35.6,7.23,108.1,1235.59,OK
320,jena_weather_node_01,2026-07-20 21:50:46,20.56,963.31,35.35,9.38,290.7,1142.59,OK
321,jena_weather_node_01,2026-07-20 21:50:47,5.06,1009.58,74.64,1.33,104.2,1264.18,OK
322,jena_weather_node_01,2026-07-20 21:50:48,21.05,995.43,53.0,11.66,27.1,1178.72,OK
323,jena_weather_node_01,2026-07-20 21:50:49,17.11,1001.33,36.74,6.42,322.4,1201.8,OK
324,jena_weather_node_01,2026-07-20 21:50:50,-3.04,985.01,57.38,4.69,241.0,1270.41,OK
325,jena_weather_node_01,2026-07-20 21:50:51,28.44,1014.85,63.25,2.44,307.1,1172.27,OK
326,jena_weather_node_01,2026-07-20 21:50:52,-21.93,1009.89,54.72,24.51,226.7,1400.43,SEVERE_WEATHER
327,jena_weather_node_01,2026-07-20 21:50:53,7.63,1010.35,62.0,8.08,196.6,1253.57,OK
328,jena_weather_node_01,2026-07-20 21:50:54,23.66,997.17,73.18,11.06,320.1,1170.4,OK
329,jena_weather_node_01,2026-07-20 21:50:55,29.17,981.33,58.55,11.33,352.8,1130.81,OK
330,jena_weather_node_01,2026-07-20 21:50:56,27.24,985.49,95.7,3.93,61.5,1142.9,OK
331,jena_weather_node_01,2026-07-20 21:50:57,14.72,1005.91,76.22,7.31,345.8,1217.32,OK
332,jena_weather_node_01,2026-07-20 21:50:58,21.62,1003.61,63.66,1.87,330.6,1186.11,OK
333,jena_weather_node_01,2026-07-20 21:50:59,29.61,967.94,77.09,8.1,336.9,1113.76,OK
334,jena_weather_node_01,2026-07-20 21:51:00,28.73,978.55,53.43,12.31,333.8,1129.25,OK
335,jena_weather_node_01,2026-07-20 21:51:01,14.63,961.76,35.08,12.29,272.9,1164.26,OK
336,jena_weather_node_01,2026-07-20 21:51:02,20.25,996.64,57.65,7.22,273.4,1183.37,OK
337,jena_weather_node_01,2026-07-20 21:51:03,18.38,977.25,44.06,8.95,250.8,1167.79,OK
338,jena_weather_node_01,2026-07-20 21:51:04,-1.88,979.63,57.57,10.97,233.2,1258.06,OK
339,jena_weather_node_01,2026-07-20 21:51:05,-1.61,985.31,75.49,3.51,226.4,1264.1,OK
340,jena_weather_node_01,2026-07-20 21:51:06,1.08,1004.74,40.25,8.43,20.5,1276.38,OK
341,jena_weather_node_01,2026-07-20 21:51:07,-4.23,998.91,42.15,9.86,323.8,1294.03,OK
342,jena_weather_node_01,2026-07-20 21:51:08,27.4,987.37,74.07,9.91,52.5,1144.47,OK
343,jena_weather_node_01,2026-07-20 21:51:09,1.61,1008.88,63.62,12.12,292.9,1279.17,OK
344,jena_weather_node_01,2026-07-20 21:51:10,-4.78,1003.99,36.28,4.6,2.4,1303.28,OK
345,jena_weather_node_01,2026-07-20 21:51:11,29.17,966.24,97.62,8.69,202.3,1113.42,OK
346,jena_weather_node_01,2026-07-20 21:51:12,30.96,998.41,78.51,5.32,229.6,1143.72,OK
347,jena_weather_node_01,2026-07-20 21:51:13,13.4,1009.09,58.91,1.58,113.2,1226.79,OK
348,jena_weather_node_01,2026-07-20 21:51:14,3.41,968.73,60.74,1.59,275.9,1220.27,OK
349,jena_weather_node_01,2026-07-20 21:51:15,20.94,1012.75,94.88,1.41,166.6,1199.68,OK
350,jena_weather_node_01,2026-07-20 21:51:16,21.68,970.61,73.32,11.46,154.4,1146.87,OK
351,jena_weather_node_01,2026-07-20 21:51:17,-1.26,961.18,49.41,11.64,261.6,1231.56,OK
352,jena_weather_node_01,2026-07-20 21:51:18,17.84,981.79,36.67,8.42,200.7,1175.39,OK
353,jena_weather_node_01,2026-07-20 21:51:19,18.56,982.51,42.64,1.64,79.8,1173.35,OK
354,jena_weather_node_01,2026-07-20 21:51:20,12.98,963.27,67.59,2.13,254.0,1172.81,OK
355,jena_weather_node_01,2026-07-20 21:51:21,18.55,966.68,75.48,8.91,56.8,1154.49,OK
356,jena_weather_node_01,2026-07-20 21:51:22,6.8,999.02,84.63,2.47,34.7,1243.19,OK
357,jena_weather_node_01,2026-07-20 21:51:23,-2.84,980.56,85.21,3.95,182.2,1263.73,OK
358,jena_weather_node_01,2026-07-20 21:51:24,26.9,1006.48,56.35,6.9,289.2,1168.57,OK
359,jena_weather_node_01,2026-07-20 21:51:25,12.87,986.77,82.14,1.16,236.2,1201.88,OK
360,jena_weather_node_01,2026-07-20 21:51:26,20.13,976.25,84.59,7.1,75.4,1159.63,OK
361,jena_weather_node_01,2026-07-20 21:51:27,10.69,982.7,37.82,6.15,37.6,1206.12,OK
362,jena_weather_node_01,2026-07-20 21:51:28,11.78,997.88,90.15,3.74,251.6,1220.06,OK
363,jena_weather_node_01,2026-07-20 21:51:29,12.57,967.21,93.97,4.69,6.0,1179.3,OK
364,jena_weather_node_01,2026-07-20 21:51:30,4.82,972.56,79.75,10.52,5.4,1218.88,OK
365,jena_weather_node_01,2026-07-20 21:51:31,-20.99,1004.24,65.16,25.99,292.2,1387.41,SEVERE_WEATHER
366,jena_weather_node_01,2026-07-20 21:51:32,7.13,987.1,66.37,7.03,252.3,1226.91,OK
367,jena_weather_node_01,2026-07-20 21:51:33,8.31,967.55,70.14,1.87,327.7,1197.57,OK
368,jena_weather_node_01,2026-07-20 21:51:34,-2.76,972.96,65.65,1.44,315.7,1253.56,OK
369,jena_weather_node_01,2026-07-20 21:51:35,9.82,978.31,60.33,1.77,345.9,1204.42,OK
370,jena_weather_node_01,2026-07-20 21:51:36,3.08,989.32,68.57,8.7,245.3,1247.69,OK
371,jena_weather_node_01,2026-07-20 21:51:37,8.88,983.85,50.52,9.59,224.0,1215.28,OK
372,jena_weather_node_01,2026-07-20 21:51:38,-0.43,966.0,71.95,3.03,77.8,1233.96,OK
373,jena_weather_node_01,2026-07-20 21:51:39,31.2,995.14,86.8,6.33,79.0,1139.08,OK
374,jena_weather_node_01,2026-07-20 21:51:40,31.69,963.53,49.54,2.59,57.0,1101.12,OK
375,jena_weather_node_01,2026-07-20 21:51:41,15.83,987.75,89.73,0.62,189.4,1190.75,OK
376,jena_weather_node_01,2026-07-20 21:51:42,4.68,972.35,51.64,8.04,29.5,1219.23,OK
377,jena_weather_node_01,2026-07-20 21:51:44,31.17,1006.87,79.48,5.3,39.0,1152.62,OK
378,jena_weather_node_01,2026-07-20 21:51:45,7.62,994.38,43.1,10.3,297.0,1233.8,OK
379,jena_weather_node_01,2026-07-20 21:51:46,31.17,987.09,83.99,10.73,71.2,1129.97,OK
380,jena_weather_node_01,2026-07-20 21:51:47,-19.01,964.87,79.68,25.22,73.8,1322.63,SEVERE_WEATHER
381,jena_weather_node_01,2026-07-20 21:51:48,-3.19,981.36,73.27,8.27,123.9,1266.4,OK
382,jena_weather_node_01,2026-07-20 21:51:49,28.57,973.32,41.3,3.66,225.6,1123.81,OK
383,jena_weather_node_01,2026-07-20 21:51:50,14.42,973.7,65.48,6.0,48.5,1179.57,OK
384,jena_weather_node_01,2026-07-20 21:51:51,29.89,974.58,91.66,11.33,286.5,1120.37,OK
385,jena_weather_node_01,2026-07-20 21:51:52,18.52,992.44,69.99,7.12,230.2,1185.37,OK
386,jena_weather_node_01,2026-07-20 21:51:53,28.26,972.98,80.57,8.32,7.5,1124.58,OK
387,jena_weather_node_01,2026-07-20 21:51:54,13.69,1013.02,91.81,5.87,105.1,1230.33,OK
388,jena_weather_node_01,2026-07-20 21:51:55,3.64,1003.83,49.96,2.48,156.0,1263.43,OK
389,jena_weather_node_01,2026-07-20 21:51:56,23.69,973.53,81.26,11.7,38.8,1142.53,OK
390,jena_weather_node_01,2026-07-20 21:51:57,17.11,975.5,64.15,4.67,130.2,1170.8,OK
391,jena_weather_node_01,2026-07-20 21:51:58,31.66,1011.46,76.9,1.16,154.4,1156.01,OK
392,jena_weather_node_01,2026-07-20 21:51:59,20.01,969.91,35.38,6.1,47.3,1152.57,OK
393,jena_weather_node_01,2026-07-20 21:52:00,9.36,1013.1,41.33,9.68,78.2,1249.28,OK
394,jena_weather_node_01,2026-07-20 21:52:01,12.8,993.2,74.61,2.93,101.1,1210.01,OK
395,jena_weather_node_01,2026-07-20 21:52:02,23.1,990.2,60.37,9.88,68.1,1164.41,OK
396,jena_weather_node_01,2026-07-20 21:52:03,5.31,982.88,95.72,0.48,138.5,1229.65,OK
397,jena_weather_node_01,2026-07-20 21:52:04,24.1,993.78,67.61,0.29,88.7,1164.69,OK
398,jena_weather_node_01,2026-07-20 21:52:05,0.74,1009.79,64.27,9.64,18.4,1284.39,OK
399,jena_weather_node_01,2026-07-20 21:52:06,11.64,1005.49,56.09,3.61,112.7,1229.97,OK
400,jena_weather_node_01,2026-07-20 21:52:07,2.28,976.96,41.5,4.77,323.0,1235.69,OK
401,jena_weather_node_01,2026-07-20 21:52:08,11.2,968.2,38.57,8.53,251.8,1186.19,OK
402,jena_weather_node_01,2026-07-20 21:52:09,12.87,985.05,44.49,12.19,252.0,1199.79,OK
403,jena_weather_node_01,2026-07-20 21:52:10,16.81,968.63,52.13,0.31,305.8,1163.76,OK
404,jena_weather_node_01,2026-07-20 21:52:11,31.44,1004.8,88.18,7.28,28.9,1149.23,OK
405,jena_weather_node_01,2026-07-20 21:52:12,7.54,971.75,87.24,7.71,12.9,1206.06,OK
406,jena_weather_node_01,2026-07-20 21:52:13,-4.91,1008.81,90.29,2.52,327.3,1310.17,OK
407,jena_weather_node_01,2026-07-20 21:52:15,4.88,981.73,64.73,5.34,11.9,1230.11,OK
408,jena_weather_node_01,2026-07-20 21:52:16,9.32,963.97,88.21,8.9,116.2,1188.87,OK
409,jena_weather_node_01,2026-07-20 21:52:17,18.64,970.75,38.7,5.87,217.3,1158.99,OK
410,jena_weather_node_01,2026-07-20 21:52:18,14.42,1012.69,61.23,4.91,242.9,1226.8,OK
411,jena_weather_node_01,2026-07-20 21:52:19,7.99,1007.73,36.99,2.6,6.9,1248.72,OK
412,jena_weather_node_01,2026-07-20 21:52:20,31.64,1014.31,94.88,2.41,245.4,1159.34,OK
413,jena_weather_node_01,2026-07-20 21:52:21,13.03,986.16,85.21,8.54,61.5,1200.47,OK
414,jena_weather_node_01,2026-07-20 21:52:22,28.4,968.46,77.34,4.26,124.4,1118.83,OK
415,jena_weather_node_01,2026-07-20 21:52:23,8.15,985.02,65.56,4.14,106.9,1219.88,OK
416,jena_weather_node_01,2026-07-20 21:52:24,6.11,1002.14,38.03,5.86,156.7,1250.15,OK
417,jena_weather_node_01,2026-07-20 21:52:25,30.21,1000.78,84.8,4.98,120.2,1149.27,OK
418,jena_weather_node_01,2026-07-20 21:52:26,31.07,1003.4,95.59,3.7,128.8,1149.02,OK
419,jena_weather_node_01,2026-07-20 21:52:27,26.14,984.35,62.0,10.31,219.9,1145.78,OK
420,jena_weather_node_01,2026-07-20 21:52:28,25.31,967.16,84.8,5.91,181.8,1128.9,OK
421,jena_weather_node_01,2026-07-20 21:52:29,8.77,982.62,96.36,4.75,355.4,1214.23,OK
422,jena_weather_node_01,2026-07-20 21:52:30,10.85,978.76,77.76,7.1,94.4,1200.61,OK
423,jena_weather_node_01,2026-07-20 21:52:31,12.49,965.64,81.11,2.04,244.2,1177.71,OK
424,jena_weather_node_01,2026-07-20 21:52:32,17.13,1006.68,40.51,9.63,108.4,1208.14,OK
425,jena_weather_node_01,2026-07-20 21:52:33,-1.24,980.09,93.52,3.37,46.5,1255.69,OK
426,jena_weather_node_01,2026-07-20 21:52:34,-2.67,975.2,54.33,2.27,72.9,1256.03,OK
427,jena_weather_node_01,2026-07-20 21:52:35,17.58,998.05,96.63,7.25,310.1,1195.93,OK
428,jena_weather_node_01,2026-07-20 21:52:36,14.01,999.25,93.1,1.93,136.9,1212.25,OK
429,jena_weather_node_01,2026-07-20 21:52:37,12.56,1009.05,55.74,5.21,339.8,1230.35,OK
430,jena_weather_node_01,2026-07-20 21:52:38,-4.29,1007.46,90.14,4.29,343.4,1305.4,OK
431,jena_weather_node_01,2026-07-20 21:52:39,20.24,987.48,86.09,4.63,214.2,1172.53,OK
432,jena_weather_node_01,2026-07-20 21:52:40,16.42,1007.89,92.11,4.34,310.9,1212.56,OK
433,jena_weather_node_01,2026-07-20 21:52:41,7.92,969.75,37.0,12.2,50.3,1201.95,OK
434,jena_weather_node_01,2026-07-20 21:52:42,-4.8,1013.19,77.93,5.81,66.6,1315.32,OK
435,jena_weather_node_01,2026-07-20 21:52:43,4.93,979.39,92.95,4.01,127.8,1226.95,OK
436,jena_weather_node_01,2026-07-20 21:52:44,-1.71,999.15,84.76,4.44,156.3,1282.33,OK
437,jena_weather_node_01,2026-07-20 21:52:45,-19.19,1001.17,93.04,23.99,58.6,1373.36,SEVERE_WEATHER
438,jena_weather_node_01,2026-07-20 21:52:46,11.31,1003.17,52.76,6.77,319.9,1228.56,OK
439,jena_weather_node_01,2026-07-20 21:52:47,1.95,1011.32,77.56,9.16,7.6,1280.68,OK
440,jena_weather_node_01,2026-07-20 21:52:48,27.39,987.46,88.43,0.48,153.2,1144.62,OK
441,jena_weather_node_01,2026-07-20 21:52:49,6.71,997.17,39.9,1.6,312.0,1241.28,OK
442,jena_weather_node_01,2026-07-20 21:52:50,-4.31,992.93,84.94,6.23,173.6,1286.67,OK
443,jena_weather_node_01,2026-07-20 21:52:51,8.83,977.01,62.11,6.91,332.8,1207.04,OK
444,jena_weather_node_01,2026-07-20 21:52:52,19.09,985.23,81.54,1.18,277.1,1174.47,OK
445,jena_weather_node_01,2026-07-20 21:52:53,-1.74,961.74,56.45,6.95,16.0,1234.45,OK
446,jena_weather_node_01,2026-07-20 21:52:54,16.25,987.59,94.83,9.76,152.9,1188.83,OK
447,jena_weather_node_01,2026-07-20 21:52:55,31.43,978.24,75.64,2.57,111.4,1118.89,OK
448,jena_weather_node_01,2026-07-20 21:52:56,30.29,997.73,46.04,5.85,144.9,1145.47,OK
449,jena_weather_node_01,2026-07-20 21:52:57,13.94,988.32,49.12,6.16,137.7,1199.28,OK
450,jena_weather_node_01,2026-07-20 21:52:58,20.61,991.0,87.74,8.45,99.5,1175.23,OK
451,jena_weather_node_01,2026-07-20 21:52:59,10.23,960.89,38.02,6.37,0.6,1181.26,OK
452,jena_weather_node_01,2026-07-20 21:53:00,5.29,1006.5,48.82,8.34,214.7,1259.29,OK
453,jena_weather_node_01,2026-07-20 21:53:01,-18.34,1002.25,55.72,23.21,65.0,1370.26,SEVERE_WEATHER
454,jena_weather_node_01,2026-07-20 21:53:02,29.75,983.76,85.7,4.8,247.8,1131.44,OK
455,jena_weather_node_01,2026-07-20 21:53:03,-4.22,997.36,48.26,5.38,4.7,1291.98,OK
456,jena_weather_node_01,2026-07-20 21:53:04,-1.37,1010.73,44.19,4.83,45.9,1295.57,OK
457,jena_weather_node_01,2026-07-20 21:53:05,24.37,980.5,38.56,5.25,290.0,1148.08,OK
458,jena_weather_node_01,2026-07-20 21:53:06,9.97,977.61,62.64,2.63,173.9,1202.92,OK
